			BibTeX Key	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
FALSCH	FALSCH	FALSCH	Poter.2018b	Pöter, Jan; Wazlawik, Martin	Pädagogische Einrichtungen sicher(er) machen	Kindesmisshandlung und -vernachlässigung	2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.3.5 Junprof Münster	Forschungsergebnisse // research results; Forschungsstand // state of research; Institutionelle Dynamiken // institutional dynamics; Pädagogische Einrichtung // educational facilities; Risikofaktoren // risk factors; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	Prasad.2021	Prasad, Nivedita	Geschlechtsspezifische Gewalt in Zeiten der Digitalisierung. Formen und Interventionsstrategien		1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.4 Intervention; 6 Gewalt	Bedarfe // needs; Betroffene sexualisierter Gewalt // sexual assault survivors; Digitale Medien // digital media; Disclosure // disclosure; Forschungsergebnisse // research results; Forschungsstand // state of research; Gender Studies // Gender Studies; Gewalt // violence; Gewalt gegen Frauen // violence against women; Gewalt in Beziehungen // dating violence; Handlungsempfehlungen // guidelines; Medien // media; Recht // law; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.	Pro Familia Magazin	Sexuelle Bildung von jungen Menschen		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung	Jugendliche // youth; junge Erwachsene // young adults; Partizipation // participation; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2015	Pro Familia Magazin	Recht auf Zugang		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.5 Behinderungen	Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Körper // body; Menschen mit Behinderungen // people with disabilities; Menschenrechte // human rights; Normen // norms; Recht // law
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2015b	Pro Familia Magazin	Schwangerschaftsberatung		1 Soziale Rahmung; 1.1 Diskurse; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Fachberatungsstelle // specialist counselling; Familie // family; Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Körper // body; Männlichkeit // masculinity; Medizin // medicine; Trans* // trans*; Weiblichkeit // femininity
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2015c	Pro Familia Magazin	Verhütung		1 Soziale Rahmung; 1.1 Diskurse; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Gesundheit // health; Körper // body; Medizin // medicine; Menschenrechte // human rights; Normen // norms; Recht // law
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2016	Pro Familia Magazin	Das Recht auf Vielfalt		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Differenz // difference; Diversität // diversity; Menschenrechte // human rights; Normen // norms; Recht // law; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Bienstein.2019	Bienstein, Pia; Urbann, Katharina; Verlinden, Karla	Prävention sexuellen Missbrauchs an Kindern und Jugendlichen mit Behinderung		1 Soziale Rahmung; 1.2 Leitlinien; 1.4 Identitäten; 1.4.5 Behinderungen; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch	Kinder // children; Kinderschutz // child protection; Kindeswohl // child welfare; Prävention // prevention; Sexualisierte Gewalt // sexual violence; Sexuelle Belästigung // sexual harassment; Sexueller Missbrauch // sexual abuse; Sexueller Übergriff // sexual assault
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2016b	Pro Familia Magazin	Flüchtlinge integrieren		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.3 Ethnizität	Bedarfe // needs; Betroffene sexualisierter Gewalt // sexual assault survivors; Geflüchtete // refugees; Institutionelle Dynamiken // institutional dynamics; Normen // norms; Rassismus // racism; Recht // law; Sexualethik // sexual ethics; Sexualisierte Gewalt // sexual violence; Sexualkultur // sexuality culture; Sexualpädagog*innen // sex educators; Sexualpädagogik // sex education; Sexuelle Bildung // sexuality education
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2016c	Pro Familia Magazin	Pädosexualität		1 Soziale Rahmung; 1.1 Diskurse; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung	Haltung // attitude; Pädosexualität // pedosexuality
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2017	Pro Familia Magazin	Interdisziplinarität		1 Soziale Rahmung; 1.1 Diskurse	Diskurs // discourse; Diversität // diversity; Institutionelle Dynamiken // institutional dynamics; Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Raum // space; Recht // law; Theorie // theory
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2017b	Pro Familia Magazin	Perfektion		1 Soziale Rahmung; 1.1 Diskurse	Gesellschaft // society; Institutionelle Dynamiken // institutional dynamics; Normen // norms; Pädagogik // pedagogy; Recht // law; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2017c	Pro Familia Magazin	Sexualität Internet		1 Soziale Rahmung; 1.1 Diskurse; 1.3 Medien und Technologie; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung	Digitale Medien // digital media; Medien // media; Sexualität // sexuality
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2017b	Pro Familia Magazin	Verhütungsberatung		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung	Fachberatungsstelle // specialist counselling; Gesundheit // health; Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Medien // media; Praxis // practice
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2018	Pro Familia Magazin	Innovative Ansätze in der Beratung		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.4 Intervention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte	Fachberatungsstelle // specialist counselling; Kommunikation // communication; Konzepte, Materialien // concepts; Kooperation // cooperation; Praxis // practice; Professionalität // professionality
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2018b	Pro Familia Magazin	Krankheit und Sexualität		1 Soziale Rahmung; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Gesundheit // health; Medizin // medicine; Prävention // prevention; Praxis // practice; Sexualität // sexuality
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2018c	Pro Familia Magazin	Schutz vor sexualisierter Gewalt gegen Kinder		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.3 Kinderschutz; 5 Adressat*innen; 5.1 Kinder; 6 Gewalt; 6.1 Sexueller Missbrauch	Gewalt // violence; Kinder // children; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2018	Pro Familia Magazin	Schwangerschaft und Beziehung		1 Soziale Rahmung; 1.1 Diskurse; 5 Adressat*innen; 5.3 Eltern und Familie; 7 Sexualität; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung	Aufarbeitung // rehabilitation; Bedarfe // needs; Beziehungsgestaltung // relationships; Coming out // coming out; Frauen // women; Homosexualität // homosexuality; Körper // body; Queerness // Queerness; Recht // law
FALSCH	FALSCH	FALSCH	Bienstein.2018b	Bienstein, Pia; Verlinden, Karla	Prävention von sexuellem Missbrauch an Menschen mit geistiger Behinderung		1 Soziale Rahmung; 1.4 Identitäten; 1.4.5 Behinderungen; 3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.1.14 SeMB	Menschen mit Behinderungen // people with disabilities; Prävention // prevention; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2019	Pro Familia Magazin	Modellprojekte für sexuelle und reproduktive Rechte		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.2 Beziehungsgestaltung; 7.3 Sexuelle Selbstbestimmung	Familie // family; Konzepte, Materialien // concepts; Körper // body; Menschenrechte // human rights; Normen // norms; Praxis // practice; Professionalität // professionality; Recht // law; Sexualethik // sexual ethics; Sexualität // sexuality; Sexualkultur // sexuality culture
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2019b	Pro Familia Magazin	Schwangere, geflüchtete Frauen		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.3 Ethnizität; 1.4.4 Religion; 5 Adressat*innen; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Geflüchtete // refugees; Gesundheit // health; Körper // body; Medizin // medicine; Menschen mit Behinderungen // people with disabilities; Normen // norms; Praxis // practice; Professionalität // professionality; Professionsethik // professional ethics; Recht // law
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2019c	Pro Familia Magazin	Selbstbestimmung rund um die Geburt		1 Soziale Rahmung; 1.4.1 Geschlecht; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 5 Adressat*innen; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Recht // law; Risikofaktoren // risk factors; Schutzfaktoren // protection factor; Selbstbestimmung // agency
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2019d	Pro Familia Magazin	Versorgung beim Schwangerschaftsabbruch		1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 5 Adressat*innen; 5.3 Eltern und Familie; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Frauen // women; Gender Studies // Gender Studies; Gerechtigkeit // justice; Geschlechterverhältnis // gender ratio; Gesundheit // health; Medizin // medicine; Menschen mit Behinderungen // people with disabilities; Queerness // Queerness; Recht // law; Weiblichkeit // femininity
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2020	Pro Familia Magazin	Digitalisierung		1 Soziale Rahmung; 1.3 Medien und Technologie	Digitale Medien // digital media; Medien // media
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2020b	Pro Familia Magazin	Gegner*innen sexueller und reproduktiver Rechte		1 Soziale Rahmung; 1.1 Diskurse	Feminismus // feminism; Gender Studies // Gender Studies; Gerechtigkeit // justice; Geschlecht // gender; Geschlechterverhältnis // gender ratio; Gewalt // violence; Gewalt gegen Frauen // violence against women; Gewalt in Beziehungen // dating violence; Grenzen // boundaries; Macht // power; Normen // norms; Pädagogik // pedagogy; Rassismus // racism; Recht // law; Risikofaktoren // risk factors; Selbstbestimmung // agency
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2020c	Pro Familia Magazin	Schutzkonzepte		1 Soziale Rahmung; 1.1 Diskurse; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 6 Gewalt; 6.1 Sexueller Missbrauch; 9 Förderlinie; 9.2.11 SchutzNorm	Schutzkonzept // protection concept
FALSCH	FALSCH	FALSCH	ProFamiliaMagazin.2020	Pro Familia Magazin	Zukunft der Beratung		1 Soziale Rahmung; 1.1 Diskurse	Fachberatungsstelle // specialist counselling; Institutionelle Dynamiken // institutional dynamics; Konzepte, Materialien // concepts; Kooperation // cooperation; Pädagogik // pedagogy; Praxis // practice; Professionalität // professionality; Professionsethik // professional ethics; Psychologie // psychology; Soziale Arbeit // Social Work; Sozialwissenschaften // social sciences; Weiterbildung // further education
FALSCH	FALSCH	FALSCH	Proll.2018	Proll, Beate	Zum Umgang mit Eltern beim Thema »sexuelle Vielfalt«	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.3 Eltern und Familie	Eltern // parents; Schule // school; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Proll.2018b	Proll, Beate; Eikenbusch, Gerhard	Sexuelle und geschlechtliche Vielfalt in der Schule	Pädagogik	1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.3 Weiterführende Schule; 3 Thematischer Fokus; 3.1 Sexualpädagogik	Schule // school; Sexualerziehung // sex ed; Sexuelle Vielfalt // sexual diversity
FALSCH	FALSCH	FALSCH	Aigner.2015	Aigner, Josef Christian; Hug, Theo; Schuegraf, Martina; Tillmann, Angela	Medialisierung und Sexualisierung		1 Soziale Rahmung; 1.3 Medien und Technologie; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.1 Sexuelle Erfahrungen	Medien // media; Pornografie // pornography; Sexualisierung // sexualisation
FALSCH	FALSCH	FALSCH	Biesel.2015	Biesel, Kay	Zusammenarbeit im Kinderschutz	Sozial Extra	1 Soziale Rahmung; 1.2 Leitlinien; 3 Thematischer Fokus; 3.3 Kinderschutz; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 4.2 Andere Fachkräfte	Kinderschutz // child protection; Kooperation // cooperation; Prävention // prevention; Sexueller Missbrauch // sexual abuse
FALSCH	FALSCH	FALSCH	Propper.2020	Pröpper, Stephan Maria	Queere Jugendhilfe. Ausgangslage, Bedürfnisse und sozialpädagogische Begleitung junger Menschen in der Identitätsentwicklung	UJ (unsere jugend)	1 Soziale Rahmung; 1.1 Diskurse; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 5 Adressat*innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Sexuelle Erfahrungen; 7.3 Sexuelle Selbstbestimmung	Coming out // coming out; Heteronormativität // heteronormativity; Homonationalismus // homonationalism; Homosexualität // homosexuality; Institutionelle Dynamiken // institutional dynamics; Intergeschlechtlichkeit // intersexuality; interkulturell // intercultural; Jugendarbeit // youth work; Jungen // boys; Kinder- und Jugendhilfe // child welfare system; Macht // power; Mädchen // girls; Normen // norms; Queer Theorie // Queer Theory; Rassismus // racism; Selbstbestimmung // agency; Sexualität // sexuality; Trans* // trans*
FALSCH	FALSCH	FALSCH	Ratz.2019	Rätz, Regina	Akuter Kinderschutz	Sozial Extra (Sozial Extra)	3 Thematischer Fokus; 3.3 Kinderschutz	Bedarfe // needs; Kinder // children; Kinderschutz // child protection; Partizipation // participation; Recht // law; Schutzfaktoren // protection factor; Schutzkonzept // protection concept; Soziale Arbeit // Social Work; Soziale Ungleichheit // social inequality
FALSCH	FALSCH	FALSCH	Rau.2015	Rau, Thea	Befragung von Jugendlichen zu sexueller Gewalt in Einrichtungen der Jugendhilfe und Internaten in Deutschland	Sozial Extra	3 Thematischer Fokus; 3.2 Gewaltprävention; 5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Übergriff, Peergewalt; 9 Förderlinie; 9.1.16 Sprich mit!	Jugendliche // youth; Pädagogische Einrichtung // educational facilities; Prävalenz // prevalence; Sexualisierte Gewalt // sexual violence; Survey // survey
FALSCH	FALSCH	FALSCH	Rau.2019	Rau, Matthias; Breiling, Lisanne; Rettenberger, Martin	Regensburger Aufarbeitungsstudie		1 Soziale Rahmung; 1.1 Diskurse; 2 Institutioneller Kontext; 2.1 Institutionelle Dynamiken; 3 Thematischer Fokus; 3.2 Gewaltprävention; 3.3 Kinderschutz; 4 Fachkräfte; 5 Adressat*innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 6.4 Disclosure, Aufarbeitung; 8 Forschung	Aufarbeitung // rehabilitation; Betroffene sexualisierter Gewalt // sexual assault survivors; Bewältigung // coping; Disclosure // disclosure; Forschungsergebnisse // research results; Gewalt // violence; Institutionelle Dynamiken // institutional dynamics; Institutioneller Missbrauch // institutional abuse; Kinder // children; Kinderschutz // child protection; Kirche // church; Langzeitfolgen // long-term effect; Organisationskultur // organisational culture; Pädagogische Einrichtung // educational facilities; Professionsethik // professional ethics; Sexualisierte Gewalt // sexual violence; Sexueller Missbrauch // sexual abuse; Sozialwissenschaften // social sciences
FALSCH	FALSCH	FALSCH	Rau.2017	Rau, Thea; Letsch, Josefine; Wazlawik, Martin; Christmann, Bernd; Fegert, Jörg M.; Allroggen, Marc	Bevor Forscherinnen und Forscher die erste Frage stellen können!	Soziale Passagen	5 Adressat*innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Sexueller Missbrauch; 8 Forschung; 9 Förderlinie; 9.1.16 Sprich mit!	Forschungspraxis // research practice; Jugendliche // youth; Kinder // children; Sexualisierte Gewalt // sexual violence
FALSCH	FALSCH	FALSCH	Rau.2016	Rau, Thea; Ohlert, Jeannine; Fegert, Jörg M.; Allroggen, Marc	Disclosure von Jugendlichen in Jugendhilfeeinrichtungen und Internaten nach sexueller Gewalterfahrung	Praxis der Kinderpsychologie und Kinderpsychiatrie	2 Institutioneller Kontext; 2.2 Einrichtungen; 2.2.4 Stationäre Einrichtung; 2.2.6 Sonstige Einrichtungen; 6 Gewalt; 6.4 Disclosure, Aufarbeitung; 9 Förderlinie; 9.1.16 Sprich mit!	Betroffene sexualisierter Gewalt // sexual assault survivors; Disclosure // disclosure; Internat // boarding school; Jugendliche // youth; Sexualisierte Gewalt // sexual violence; Stationäre Einrichtungen // residential care
FALSCH	FALSCH	FALSCH	Rau.2017b	Rau, Thea; Ohlert, Jeannine; Seidler, Corinna; Fegert, Jörg M.; Allroggen, Marc	Belastungen von Fachkräften in stationären Einrichtungen für Kinder und Jugendliche	Psychotherapie, Psychosomatik, medizinische Psychologie	3 Thematischer Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische Fachkräfte; 9 Förderlinie; 9.1.3 Ich bin sicher!	Pädagogische Fachkräfte // pedagogial staff; Stationäre Einrichtungen // residential care
FALSCH	FALSCH	FALSCH	Rauchfleisch.2019	Rauchfleisch, Udo	Transsexualismus - Genderdysphorie - Geschlechtsinkongruenz - Transidentität		1 Soziale Rahmung; 1.4 Identitäten; 1.4.1 Geschlecht; 1.4.2 LGBAQ*; 3 Thematischer Fokus; 3.1 Sexualpädagogik; 7 Sexualität; 7.3 Sexuelle Selbstbestimmung	Gender Studies // Gender Studies; Geschlecht // gender; Geschlechtsidentität // gender Identity; Gewalt // violence; Heteronormativität // heteronormativity; Heterosexualität // heterosexuality; Homosexualität // homosexuality; Intergeschlechtlichkeit // intersexuality; Intersektionalität // intersectionality; Jugendliche // youth; Jugendsexualität // youth sexuality; junge Erwachsene // young adults; Medizin // medicine; Normen // norms; Queer Theorie // Queer Theory; Queerness // Queerness; Trans* // trans*
